commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
142887,142885,"Merge remote-tracking branch 'upstream/master'

* upstream/master:
  fix for #71
  better handle hints about argument type
  fix for #51
  default should be obj not array, see #51
  changes/fixes to how arguments from JSON config files are handled.
  updated tests based on @mathroc's amazing testing script, fixed bug.
  additional changes to how config.json is loaded, based on discussion in #12.
  change load order of values from config file, see #12
  flags explicitly set as strings, will now default to '' if they have no right-hand-value see #68.
  fixes https://github.com/chevex/yargs/issues/71
  revert automatic whitespace fixes in index.js
  fixed bug with boolean parsing, when bools separated by = see #66
  Mention .option in README",other,,False,other
144257,144255,"Auto-detect columns to wrap usage text

This commit adds support for `.wrap()` without the number of columns
specified using the `window-size` package to auto-detect the terminal
width:

https://github.com/jonschlinkert/window-size",other,,False,other
144391,144389,"Track aliases added by the parsing code, and don't display them in help

Fixes #41 and closes #42.",other,,False,other
145296,145294,Change optimist to yargs in examples,other,,False,other
94088,94086,test: Made unit test passing with node-chakracore,test,,False,tech_debt
98023,98021,"fix: context should override parsed argv (#786)

BREAKING CHANGE: context now takes precedence over argv and defaults",fix,,False,bug_fixes
98066,98064,fix: running parse() multiple times on the same yargs instance caused exception if help() enabled (#790),fix,,False,bug_fixes
100131,100129,provide documentation for demand separation,other,,False,other
100598,100596,refactor: use process.stdout.columns instead of dep,refactor,,False,tech_debt
102825,102823,"chore: drop support for Node.js 0.10

BREAKING CHANGE: This module no longer supports Node.js 0.10",chore,,False,tech_debt
104103,104101,"Add pt_BR translations to #649

Address brazilian portuguese translations for `aliases:` and `Did you mean %s?`",other,,False,other
104289,104287,perf: remove one call to reset(),perf,,False,tech_debt
104314,104312,fix: context object was not being reset between runs,fix,,False,bug_fixes
104553,104551,Added Hindi i18n. Locale: hi,other,,False,other
106702,106700,"chore(package): update yargs-parser to version 4.0.0

https://greenkeeper.io/",chore,package,False,tech_debt
107823,107821,respond to @nexdrew's comments,other,,False,other
108910,108908,"chore(package): update cpr to version 2.0.0

https://greenkeeper.io/",chore,package,False,tech_debt
108965,108963,"chore(package): update string-width to version 1.0.2

https://greenkeeper.io/",chore,package,False,tech_debt
109303,109301,feat: interpret demand() numbers as relative to executing command,feat,,False,feature_work
109396,109394,"chore(package): update yargs-parser to version 3.1.0

https://greenkeeper.io/",chore,package,False,tech_debt
109617,109615,fix: remove deprecated zh.json,fix,,False,bug_fixes
109748,109746,"chore(package): update mocha to version 3.0.1

https://greenkeeper.io/",chore,package,False,tech_debt
110616,110614,fix silly mistake,other,,False,other
110871,110869,fix config lookup for .implies() + test,other,,False,other
111389,111387,fix(commandDir): make dir relative to caller instead of require.main.filename,fix,commandDir,False,bug_fixes
115205,115203,"chore(package): update camelcase to version 3.0.0

https://greenkeeper.io/",chore,package,False,tech_debt
115645,115643,Update AppVeyor and Travis configuration for Node.js v6,other,,False,other
116063,116061,"feat(configuration): Add .configObject() method to pass configuration objects to yargs

Similar to .config(), but it receives an explicit configuration object instead of setting a key for a file path to a JSON configuration object.

Closes #423",feat,configuration,False,feature_work
116200,116198,"docs(environment): document nested options in environment variables

As added in yargs-parser 2.4.0",docs,environment,False,docs
116470,116468,Fix indentation,other,,False,other
116517,116515,docs(completion): document .getCompletion() method,docs,completion,False,docs
117260,117258,Avoid repeating options in completion,other,,False,other
117400,117398,add merged PRs 428 and 452 to 4.4.0; also remove 436 from 4.3.2 (merged to wrong branch),other,,False,other
118145,118143,Adding tests :),other,,False,other
118885,118883,Add support for a “max message” in `demand`,other,,False,other
120231,120229,Initial thoughts for solving falsy command execution,other,,False,other
120268,120266,Look up handler functions differently,other,,False,other
120301,120299,"Added number translatıon

Related to https://github.com/yargs/yargs/issues/404",other,,False,other
120947,120945,pass the require from the current context,other,,False,other
121746,121744,implemented the concept of global options,other,,False,other
121850,121848,update readme with examples,other,,False,other
122035,122033,"Merge pull request #385 from bcoe/update-changelog

update 4.x changelog",other,,False,other
123113,123111,implemented the concept of global options,other,,False,other
123776,123774,loop over argv._ for unknown arguments as per @maxrimue's code review,other,,False,other
124799,124797,lookup package.version as default version # (see @maxrimue's work in #337),other,,False,other
125030,125028,update the 4.x changelog,other,,False,other
128107,128105,Update tr.json,other,,False,other
128736,128734,cleanup group example in readme and minor code nit,other,,False,other
130729,130727,"document keys for option() object, with custom anchors",other,,False,other
130852,130850,don't print this,other,,False,other
131037,131035,"add node v4.x to CI builds, drop v0.11, make versions consistent b/w travis and appveyor",other,,False,other
131736,131734,add sudo:false to leverage new travis infrastructure,other,,False,other
131996,131994,override the default script for c,other,,False,other
132004,132002,terminal behaves a bit differently in Travis' OSX environment,other,,False,other
132452,132450,"upgrade camelcase, window-size, chai, mocha",other,,False,other
132518,132516,Merge branch 'master' into default-desc,other,,False,other
132995,132993,let's drop the guessLocale() method,other,,False,other
133259,133257,fix for boolean config values,other,,False,other
133275,133273,fix for overriding boolean config in cli,other,,False,other
133283,133281,a couple slight tweaks to @sgentle's config fixes,other,,False,other
134969,134967,Use shields from shields.io,other,,False,other
135166,135164,Standard coding style,other,,False,other
137703,137701,"fixed tests, switched to nyc for coverage, fixed security issue, added Lin as collaborator",other,,False,other
138565,138563,"slight tweak to usage printing, to allow for arbitrary tabular layout",other,,False,other
138654,138652,"Add tests for $0 (2 passing, 4 failing)",other,,False,other
139132,139130,nicer serialization of object and array default values see #132,other,,False,other
139177,139175,nicer serialization of object and array default values see #132,other,,False,other
139836,139834,reindent test/validation.js,other,,False,other
140684,140682,fix: count should not consume the next argument,fix,,False,bug_fixes
142050,142048,document epilog shorthand of epilogue.,other,,False,other
142254,142252,document using .string('_') for string ids. see #56,other,,False,other
143078,143076,"Add `files` field to the package.json

https://www.npmjs.org/doc/files/package.json.html#files",other,,False,other
143281,143279,Disable process.exit calls using .exitProcess(false),other,,False,other
145052,145050,Added 'require' and 'required' as synonyms for 'demand',other,,False,other
145156,145154,Added a failing test.,other,,False,other
145908,145906,"Correcting an example in the readme.

The function `demandCount` doesn't exist. It shoud be `demand`.",other,,False,other
63178,63176,docs(api): add description for coerce behavior for array type argument,docs,api,False,docs
63447,63445,fix: use suggested syntax for doc,fix,,False,bug_fixes
63594,63592,Add a separate test case for multiple epilogs,other,,False,other
63639,63637,Don't alter the user supplied script name value,other,,False,other
63798,63796,review: correct install command,other,,False,other
63999,63997,"fix: Tolerate null prototype for config objects with `extends`

Fixes #1372",fix,,False,bug_fixes
64461,64459,fix (singletonify): fix missing typeof in 152950bb,other,,False,other
64608,64606,"Do not allow extra positionals in strict mode

The test was disabled for commandless yargs,
but as the validation is done on the innermost yargs,
it was always disabled.",other,,False,other
65389,65387,Support defaultDescription for positional arguments,other,,False,other
67514,67512,fix: add zsh script to files array,fix,,False,bug_fixes
67591,67589,fix linter,other,,False,other
68119,68117,"feat: options/positionals with leading '+' and '0' no longer parse as numbers

BREAKING CHANGE: options with leading '+' or '0' now parse as strings",feat,,False,feature_work
68127,68125,chore: correct wording of test,chore,,False,tech_debt
68233,68231,fix my bash,other,,False,other
69884,69882,Revert whitespace,other,,False,other
69900,69898,"Oi vey, whitespace and newlines.",other,,False,other
70688,70686,"add an equal sign to argument

Not sure if that is required, but for consistency i think it makes sense",other,,False,other
71131,71129,Fix sublist indentation,other,,False,other
71562,71560,we don't need that newline!,other,,False,other
73185,73183,Update advanced.md,other,,False,other
74180,74178,"Merge pull request #2 from aorinevo/FEATURE/PR-AN-02_master_AN_name_scope

PR-AN-02: Add name scope for  NPM package.",other,,False,other
74188,74186,Update with master,other,,False,other
74268,74266,I-1150: Setup for Phase 2 integration of redux into usage.js,other,,False,other
74364,74362,I-1150: Phase 3 - Hoist vars and functions to top of function scope.,other,,False,other
74396,74394,I-1150: Phase 3 - Migrate usage commands to state - clean-up.,other,,False,other
74420,74418,I-1150: Phase 3 - Migrate usage descriptions to redux state.,other,,False,other
74727,74725,I-1150: Setup for Phase 2 integration of redux into usage.js,other,,False,other
74919,74917,I-1150: Phase 3 - Migrate usage descriptions to redux state.,other,,False,other
75067,75065,I-1150: Phase 3 - Resolve comments.,other,,False,other
75075,75073,I-1150: Phase 3 - Breakout changes for context into a separate branch.,other,,False,other
75243,75241,chore: cache node_modules,chore,,False,tech_debt
76731,76729,chore: Allow v4 of y18n,chore,,False,tech_debt
77144,77142,"docs: update api.md

Just noticed that nargs mistakenly appeared in a different place too.",docs,,False,docs
77583,77581,fix: .argv and .parse() now invoke identical code path,fix,,False,bug_fixes
78466,78464,PR-AN-03: Update API readme.,other,,False,other
79286,79284,Print a new line between the help and the error on fail if showHelpOnFail is enabled,other,,False,other
80535,80533,Update api.md,other,,False,other
81181,81179,fix: requiresArg should only be enforced if argument exists,fix,,False,bug_fixes
82052,82050,update tests to work with chai 4.1.2,other,,False,other
82841,82839,typo change double quote with single quote,other,,False,other
84543,84541, chore: add id translation to #976,chore,,False,tech_debt
85514,85512,chore: see $0 work over the finish line,chore,,False,tech_debt
85532,85530,feat: add description of command to help output,feat,,False,feature_work
86199,86197,have a game-plan for how we're going to handle parsing hints,other,,False,other
88905,88903,chore(package): Change engine node version to >=4,chore,package,False,tech_debt
90241,90239,make choices correctly observe demandOption setting,other,,False,other
90902,90900,chore: continuing to noodle on docs,chore,,False,tech_debt
90966,90964,chore: continuing to nit-pick about images,chore,,False,tech_debt
91039,91037,"Replace `JSON.stringify(value)` when typeof value is 'string'

Fix #884",other,,False,other
94257,94255,fix(*): fix demandOption ignores false value,fix,*,False,bug_fixes
99117,99115,Implement #751.,other,,False,other
100813,100811,"Fix [object Object] property on describe with object
fixes https://github.com/yargs/yargs/issues/735",other,,False,other
101299,101297,fix: do not use cwd when resolving package.json for yargs parsing config,fix,,False,bug_fixes
102208,102206,"chore(package): update nyc to version 9.0.1

https://greenkeeper.io/",chore,package,False,tech_debt
103616,103614,"chore(package): update nyc to version 8.3.2

https://greenkeeper.io/",chore,package,False,tech_debt
104811,104809,"feat(command): add camelcase commands to argv

Populate argv object with camelcase variants of hyphenated arguments",feat,command,False,feature_work
105196,105194,Switch key:value for one of polish translations,other,,False,other
105826,105824,"fix: the custom exit handler is now invoked in the next event loop, this makes it easier to build an async API around this new API: collect output from the logger., always return your response when exit is called",fix,,False,bug_fixes
106329,106327,fix: drop lodash.assign,fix,,False,bug_fixes
108381,108379,chore: drop node 5 (no LTS),chore,,False,tech_debt
110520,110518,fix tests for command recommendations,other,,False,other
110805,110803,WIP: add config lookup for .implies(),wip,,False,tech_debt
110835,110833,directly look up configuration via yargs object again,other,,False,other
110843,110841,tune logic in validation.js to check for configuration,other,,False,other
115333,115331,feat: add .commandDir() API using require-directory,feat,,False,feature_work
118363,118361,"boom, let's just make this a point release",other,,False,other
119805,119803,"Add ""number"" to pt.json",other,,False,other
121610,121608,edits based on code review,other,,False,other
121634,121632,get tests back up to 100%. add little known normalize() feature to docs,other,,False,other
121794,121792,a command can now simply be a module,other,,False,other
123220,123218,update chanagelog,other,,False,other
123406,123404,"chore(package): update standard to version 6.0.0

http://greenkeeper.io/",chore,package,False,tech_debt
123749,123747,skeleton test for valid command validation,other,,False,other
124071,124069,removed CHANGELOG.md from NPM publish,other,,False,other
124447,124445,update changelog,other,,False,other
124791,124789,add tests around guessing version # based on parent package.json,other,,False,other
126711,126709,address @nexdrew's code review,other,,False,other
128437,128435,Polish locale translation,other,,False,other
128556,128554,fix typo in test,other,,False,other
128714,128712,fix up tests based on #dc350f2,other,,False,other
130868,130866,no love for ;,other,,False,other
131065,131063,"update y18n, chai, mocha, standard",other,,False,other
131099,131097,Fixed spelling errors in README.md,other,,False,other
132012,132010,one more slight tweak for the benefit of the headless OSX terminal on Travis,other,,False,other
132070,132068,for the benefit of windows use an absolute path to mocha,other,,False,other
132577,132575,Added German translation,other,,False,other
133211,133209,add Portuguese to README.md,other,,False,other
134236,134234,Added ES locale,other,,False,other
134297,134295,upgraded nyc,other,,False,other
134822,134820,unit tests to cover choices api,other,,False,other
135528,135526,tweaks to how errors are reported,other,,False,other
136105,136103,Default to filename completion if no other matches are found,other,,False,other
136409,136407,"cleanup logic, based on @tschaub's code review",other,,False,other
137419,137417,more intuitive array parsing see #162,other,,False,other
138734,138732,"Add tests for $0 (2 passing, 4 failing)",other,,False,other
226,224,fix: look up show-hidden after strip-dashed camelCase rewrite,fix,,False,bug_fixes
1771,1769,fix: populate positionals from argv['--'] when halt-at-non-option is set,fix,,False,bug_fixes
3262,3260,"fix(choices): use explicit check-before-push instead of Set spread

Per review feedback from @shadowspawn: replace the Set-based dedup
with a more readable check-before-push loop. Each value is only
appended if not already present in the existing array.

Before:
  this.#options[type][key] = [...new Set(existing.concat(value))]

After:
  const existing = (this.#options[type][key] || []) as unknown[];
  for (const v of ([] as unknown[]).concat(value)) {
    if (!existing.includes(v)) existing.push(v);
  }
  this.#options[type][key] = existing as Options[T][K];",fix,choices,False,bug_fixes
4833,4831,Merge branch 'main' into main,other,,False,other
5790,5788,"fix: handle spaces in bash completion

The spaces are not handled well in bash completion, the offered result
needs to be escaped. Fix parsing the word list and add quotation around
suggestions with spaces. See [here][1] for the details.

[1]: https://stackoverflow.com/a/40944195/7080036

Signed-off-by: Oldřich Jedlička <oldium.pro@gmail.com>",fix,,False,bug_fixes
5966,5964,actually remove commandDir,other,,False,other
6022,6020,chore: add back . import,chore,,False,tech_debt
6056,6054,try spawn rather than cross-spawn,other,,False,other
6326,6324,docs: update advanced.md to show esm usage,docs,,False,docs
9095,9093,corrected example and improved wording,other,,False,other
9206,9204,build: pin rollup-plugin-ts on version that works on Node 14,build,,False,tech_debt
9575,9573,chore: pin back TypeScript to fix build,chore,,False,tech_debt
10064,10062,Update the list of supported locales,other,,False,other
11333,11331,chore: add failing test for parser configuration and completion,chore,,False,tech_debt
11727,11725,Merge branch 'main' into fix/types-condition,other,,False,other
12579,12577,Use JSON.parse,other,,False,other
12747,12745,chore: update showHelp assert,chore,,False,tech_debt
13215,13213,Merge branch 'main' into fix_deno_env_vars_depdency_missmatch,other,,False,other
13737,13735,test: mock additional hasColors method introduced in Node 16,test,,False,tech_debt
14348,14346,feat!: drop support for EOL Node 12,feat,,True,feature_work
14711,14709,chore(deps): update dependency rollup-plugin-ts to v3,chore,deps,False,tech_debt
14935,14933,"Merge pull request #1 from yargs/main

Merge from yargs/yargs",other,,False,other
18047,18045,fix: do not separate aliased options from the main option,fix,,False,bug_fixes
18316,18314,run fix,other,,False,other
20427,20425,Merge branch 'main' into use-prototype,other,,False,other
22766,22764,Merge branch 'main' into patch-1,other,,False,other
22849,22847,Update esm.mjs,other,,False,other
26806,26804,chore: release 17.2.1,chore,,False,tech_debt
27687,27685,Merge branch 'master' into update-example,other,,False,other
29774,29772,Merge branch 'master' into fix-coerce-middleware-applied-multiple-times,other,,False,other
30643,30641,lint,other,,False,other
30651,30649,refactor: replace indexOf with includes,refactor,,False,tech_debt
31795,31793,Merge branch 'master' into small-simplifications,other,,False,other
33232,33230,fix: completion script name clashing on bash,fix,,False,bug_fixes
33251,33249,Merge branch 'master' into fix/bash-completion-clash,other,,False,other
33347,33345,build(publishing): use terser to minify CJS code,build,publishing,False,tech_debt
34251,34249,Update package.json,other,,False,other
34417,34415,Merge branch 'master' into fix-1820,other,,False,other
34488,34486,fix: exclude positionals from default completion,fix,,False,bug_fixes
35093,35091,test: adds additional tests for check,test,,False,tech_debt
36038,36036,chore: address todo comments,chore,,False,tech_debt
36107,36105,Added commands function (similar to options function),other,,False,other
37714,37712,Merge branch 'master' into feature/showversion,other,,False,other
38379,38377,Merge branch 'master' into positional-numbers-update,other,,False,other
38492,38490,test: add test for 1791,test,,False,tech_debt
38770,38768,chore: release 16.2.0,chore,,False,tech_debt
39568,39566,Merge branch 'master' into update-linters,other,,False,other
40031,40029,Merge branch 'master' into master,other,,False,other
41458,41456,test: throw on warning,test,,False,tech_debt
42515,42513,chore: release 16.0.2,chore,,False,tech_debt
44110,44108,chore: starting to add some tests for other platforms,chore,,False,tech_debt
44174,44172,chore: slight tweak to example,chore,,False,tech_debt
44250,44248,"fix(yargs): add missing command(module) signature

Close #1704",fix,yargs,False,bug_fixes
44682,44680,fix(command): revert strange renaming of FrozenCommandInstance,fix,command,False,bug_fixes
45658,45656,"style(yargs): undo the autoformat my IDE did

return to this project style format",style,yargs,False,tech_debt
46209,46207,WIP: get rid of temporary lib/yargs-types,wip,,False,tech_debt
46721,46719,chore(deps): update typescript-eslint monorepo to v3,chore,deps,False,tech_debt
47419,47417,"docs: normalize code block formatting

Some Markdown code blocks were defined with three backticks (```) and others with four (````). Markdown doesn’t treat the code block any differently with four backticks, so there is no value to the inconsistency. I replaced uses of four backticks with three, as three backticks is the most commonly-used syntax.",docs,,False,docs
48298,48296,Group command type definitions and helpers,other,,False,other
48684,48682,WIP: add test to reproduce #1625,wip,,False,tech_debt
49221,49219,chore(dep): upgrade decamelize and get rid of @types/decamelize,chore,dep,False,tech_debt
49233,49231,chore(dep): downgrade decamelize to 3.2 to keep node 8 compatibility,chore,dep,False,tech_debt
82619,82617,Add version false to make spec pass,other,,False,other
82885,82883,feat(commands): add support for middleware to commands.,feat,commands,False,feature_work
85967,85965,Support for custom require function,other,,False,other
86207,86205,chore: continuing to work on .positional() feature,chore,,False,tech_debt
86247,86245,chore: make docs reflect reality,chore,,False,tech_debt
86263,86261,docs: fix link,docs,,False,docs
87419,87417,"Object is now working, but failing some random test...",other,,False,other
89161,89159,Add some basic API docs,other,,False,other
90918,90916,chore: more noodling,chore,,False,tech_debt
91624,91622,feat(yargs): Add middlewares to commands,feat,yargs,False,feature_work
92287,92285,"chore: upgrade all the things, except standard",chore,,False,tech_debt
95271,95269,fix: address positional argument strict() bug introduced in #766 (#784),fix,,False,bug_fixes
95575,95573,"fix: whoops, not quite ready to drop 0.10 yet",fix,,False,bug_fixes
101315,101313,"add tests clarifying use of ""--no-"" DSL in implies() method",other,,False,other
102496,102494,fix usage + validation tests to work with command + options demanded,other,,False,other
103037,103035,"chore(package): update cross-spawn to version 5.0.0

https://greenkeeper.io/",chore,package,False,tech_debt
104427,104425,maybe lowercase anchor would be better [skip ci],other,,False,other
104493,104491,make property order of id locale consistent with others,other,,False,other
104613,104611,"Revert ""Russian locale file""",other,,False,other
105656,105654,define the wrap value for consistency wih all terminals,other,,False,other
105802,105800,fix: continuing to pull API towards headless implementation.,fix,,False,bug_fixes
105834,105832,"feat: continuing to iterate on headless API for yargs, @nexdrew and I have settled on an extension to the parse() function.
BREAKING CHANGE: exitProcess(false) now acts as a global setting.",feat,,False,feature_work
108373,108371,ci: test with node 6 once 6.4.0 is patched,ci,,False,tech_debt
108722,108720,test: show more debugging information when integration tests fail,test,,False,tech_debt
109500,109498,feat: adds recommendCommands(),feat,,False,feature_work
110269,110267,'yargs is here to help you example' to demand both command and argument under the same demand,other,,False,other
116023,116021,feat(configuration): Allow to directly pass a configuration object to .config(),feat,configuration,False,feature_work
116861,116859,feat(conventional-changelog): add conventional dependency for generating the changelog going forward,feat,conventional-changelog,False,feature_work
118293,118291,two entries added to changelog. updated nyc dependency,other,,False,other
118317,118315,update changelog for 4.4.0 release,other,,False,other
118612,118610,Remove duplicated options keys from arrayOptions,other,,False,other
119834,119832,"Add ""number"" to pt_BR.json",other,,False,other
120019,120017,tweak the versions of node.js that we rely on,other,,False,other
120061,120059,"move number docs content to be in alphabetical order

other minor cleanup/clarification",other,,False,other
120890,120888,add integration tests for = parsing,other,,False,other
121626,121624,"whoops, had a config stanza left in from testing",other,,False,other
121658,121656,switch to using require-main-filename,other,,False,other
121786,121784,"you can now pass an object rather than a builder function, it uses a sane default for usage",other,,False,other
121818,121816,fix a couple more typos in README,other,,False,other
121979,121977,fix cherry-picked conflict in index.js,other,,False,other
121987,121985,"Merge pull request #382 from gajus/stack-trace-v4

Pass the original error as the second argument of fail() handler. (fixes #373)",other,,False,other
122295,122293,Pass the original error as the second argument of fail() handler.,other,,False,other
122504,122502,update changelog,other,,False,other
122665,122663,"chore(package): update standard to version 6.0.5

http://greenkeeper.io/",chore,package,False,tech_debt
123046,123044,Provide default value for version in .version(),other,,False,other
123062,123060,"split out parser into yargs-parser library, and make yargs configurable see #352",other,,False,other
123070,123068,switch to new approach for loading top-level configuration,other,,False,other
123078,123076,starting to refactor commands to the new API,other,,False,other
123787,123785,rm unnecessary commandKeys check,other,,False,other
124976,124974,split(' ') is no longer needed in tests,other,,False,other
125541,125539,yargs can now directly parse an argument string,other,,False,other
125853,125851,Fix .version() API inconsistency,other,,False,other
127101,127099,* Fixed: nested subcommand order,other,,False,other
128228,128226,Fix cjk width problem on usage table,other,,False,other
128706,128704,display default group last instead of first,other,,False,other
130072,130070,output failure message only once,other,,False,other
130713,130711,put detectLocale() in alphabetical order,other,,False,other
131676,131674,"Fix order of locale environment variable

During detection of the language to select translations the code is
[relying][1] on the same environment variables [libc][2]'s use, but
you are not considering them in the same order `glibc`
(and `gettext(3)`) do.

Specifically, you want to get the value of ``LC_MESSAGES`` locale
category (do not mistake here with the environemtn variable with the
same name).  To do that, the manuals says:

    If locale is an empty string, """", each part of the locale that
    should be modified is set according to the environment variables.
    The details are implementation-dependent.  For glibc, first
    (regardless of category), the environment variable LC_ALL is
    inspected, next the environment variable with the same name as the
    category (see the table above), and finally the environment
    variable LANG.  The first existing environment variable is used.

Furthermore, ``LANGUAGE`` is a GNU extension to be used as a fallback
for all those.

Following the above, this patch fix the proper order of environment
variable selection to consider `LC_MESSAGES` before `LANG`, and put
`LANGUAGE` as the last option.


 [1]: http://manpages.ubuntu.com/manpages/hardy/man3/setlocale.3posix.html
 [2]: https://github.com/bcoe/yargs/blob/master/lib/locale.js#L9",other,,False,other
131773,131771,replace lib/locale.js with reinstated non-spawning os-locale,other,,False,other
132179,132177,allow locale detection to be turned off,other,,False,other
132404,132402,pass argv as a second argument to command handlers,other,,False,other
134085,134083,revert unintentional use of var helpOpt,other,,False,other
134671,134669,markdown nit,other,,False,other
137913,137911,help/version are now boolean so that they don't eat commands. argv is now returned,other,,False,other
139475,139473,"Correct `.showHelp` docs

Corrects the `.showHelp` docs by changing the parameter from a function to a `console` function, to match what the code is doing:

https://github.com/bcoe/yargs/blob/master/lib/usage.js#L209",other,,False,other
140295,140293,@raine found parsing bugs with yargs.parse() vs. yargs([]),other,,False,other
140976,140974,how could I have missed the epilog\!,other,,False,other
141014,141012,fix for camel-case alias bug,other,,False,other
141910,141908,refactor two-column table layout so that we can use it for examples and usage,other,,False,other
141928,141926,detect console width and perform word-wrapping.,other,,False,other
142095,142093,rebased @ashi009's changes with refactored master.,other,,False,other
142754,142752,"flags explicitly set as strings, will now default to '' if they have no right-hand-value see #68.",other,,False,other
144569,144567,Corrected checkStrict(),other,,False,other
145110,145108,Added .help() and .version() methods,other,,False,other
145165,145163,Made the test green again by filtering keys that are aliased.,other,,False,other
18039,18037,fix: tests on node 12 and 14,fix,,False,bug_fixes
19391,19389,Update the Russian translation,other,,False,other
19948,19946,fix: dont clobber description for multiple option calls,fix,,False,bug_fixes
20507,20505,Merge branch 'main' into fix-async-middleware,other,,False,other
21058,21056,remove comment,other,,False,other
22084,22082,Merge branch 'main' into feat-browser-typings,other,,False,other
23849,23847,Merge branch 'main' into fix-config-and-variadic-args,other,,False,other
25592,25590,chore: release 17.3.0,chore,,False,tech_debt
26163,26161,deps: update @types/node,other,,False,other
26338,26336,Merge branch 'main' into main,other,,False,other
28234,28232,chore: release 17.1.1,chore,,False,tech_debt
28593,28591,fix: boolean option should work with strict,fix,,False,bug_fixes
