commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
4643,4641,"feat: Enhance Qlib tool with new features and documentation

This commit significantly enhances the visual Qlib tool by adding new features, increasing configurability, and providing comprehensive documentation.

Key Enhancements:
1.  **Multi-Model Support:** Added XGBoost as a trainable model alongside LightGBM.
2.  **Hyperparameter Tuning:** The 'Model Training' page now features a UI with sliders to visually tune key hyperparameters (e.g., n_estimators, learning_rate) for all supported models.
3.  **Configurable Backtesting:** The 'Strategy Backtesting' page now allows users to configure strategy parameters (e.g., topk) and transaction costs, making the simulation more realistic and flexible.
4.  **User Documentation:**
    - `TUTORIAL.md`: A new, detailed user manual explaining how to install, run, and use every feature of the application.
    - `QLIB_INTRO.md`: A new, beginner-friendly guide to the core concepts of quantitative investing and Qlib, written for a non-technical audience.

These changes fulfill the user's request to make the tool more powerful and to provide clear, accessible documentation.",feat,,False,feature_work
5349,5347,fix: upgrade the method of installing LightGBM on MacOS,fix,,False,bug_fixes
5421,5419,fix: upgrade the method of installing LightGBM on MacOS,fix,,False,bug_fixes
5501,5499,test: build package && check package,test,,False,tech_debt
6278,6276,optimize code,other,,False,other
6346,6344,style: fix indentation and remove extra blank lines in data handlers,style,,False,tech_debt
6571,6569,feat(operators): Expand operator library and add tests,feat,operators,False,feature_work
6672,6670,Fix yahoo collector for us stock,other,,False,other
7036,7034,Implement geometric accumulation mode for risk_analysis function (#964),other,,False,other
7103,7101,"I've completed the initial implementation of a Java CLI application for trading.

This application connects to the MOFSL Open API (via a provided Java SDK) to allow you to place orders.

Features:
- Configuration via a properties file for API credentials and settings.
- Login mechanism, including handling for OTP verification.
- Command-line interface to gather order details from you.
- Client-side input validation for order parameters.
- Placement of orders using the SDK.
- Parsing and display of API responses for login and order placement.
- Comprehensive error handling for API interactions, configuration issues, and your input.
- I've included unit tests for configuration loading (`AppConfig`) and API service logic (`ApiService`) using JUnit 5 and Mockito.
- I've also created placeholder SDK classes to allow development in the absence of the actual SDK JAR during automated tasks.
- You'll find a detailed README.md with setup, configuration, build, and run instructions.

Known Limitations:
- Unit tests for `Main.java`'s CLI input methods are limited due to coupling with System.in.
- The actual `MOFSLOPENAPI_V3.1.jar` is a prerequisite and must be manually added to the `lib/` directory.
- I encountered issues resolving the system-scoped JAR dependency without the physical file, so unit tests could not be fully executed in the development environment.",other,,False,other
7414,7412,[Fix]Update data  preparation part in README.md,other,,False,other
7711,7709,fixed bugs caused by pandas upgrade,other,,False,other
7976,7974,add  instruments,other,,False,other
8338,8336,"The error message indicated that my code did not
comply with the code style guidelines.
Specifically, I had used double quotes ""notebook""
for the string, whereas the required format was
single quotes 'notebook'.
This has now been corrected.",other,,False,other
8347,8345,"comply with the code style guidelines.
Specifically, I had used double quotes ""notebook""
for the string, whereas the required format was
single quotes 'notebook'.
This has now been corrected.",other,,False,other
8634,8632,"fix microsoft/qlib#1893
- adapt pandas >= 1.5.0
- add group_keys when the result from apply is a like-indexed Series or DataFrame",other,,False,other
9348,9346,Update README.md,other,,False,other
9509,9507,Update README.md,other,,False,other
9744,9742,fix upload to testpypi error,other,,False,other
10040,10038,fix macos package name error,other,,False,other
10320,10318,rewrite deploy with macos,other,,False,other
10352,10350,rewrite deploy with macos,other,,False,other
10376,10374,rewrite deploy with macos,other,,False,other
10408,10406,rewrite deploy with macos,other,,False,other
10759,10757,fix pytest error,other,,False,other
10791,10789,fix ci error,other,,False,other
10913,10911,Extended macos version,other,,False,other
11979,11977,general nn updates & benchmarks,other,,False,other
12498,12496,update docs,other,,False,other
12743,12741,Update qlib/utils/index_data.py,other,,False,other
13658,13656,Update version,other,,False,other
14504,14502,optimize code,other,,False,other
14612,14610,test fix CI error,other,,False,other
14839,14837,Merge branch 'main' of github.com:microsoft/qlib into patch-1,other,,False,other
15623,15621,mtmd,other,,False,other
16189,16187,Update README.md,other,,False,other
17372,17370,add_baostock_collector,other,,False,other
18018,18016,remove set env,other,,False,other
18640,18638,test_ci,other,,False,other
18664,18662,test_ci,other,,False,other
18748,18746,merge into one commit,other,,False,other
19070,19068,"Merge pull request #1576 from microsoft/xuyang1/add_config_and_code_dump_task

refine workflow and prompts",other,,False,other
19206,19204,"Merge pull request #1592 from Fivele-Li/update_knowledge_module

update knowledge module;",other,,False,other
19556,19554,Update black,other,,False,other
19724,19722,Merge branch 'finco' into update_knowledge_module,other,,False,other
20490,20488,fix pylint error,other,,False,other
20990,20988,change_url,other,,False,other
21025,21023,fix_CI_4,other,,False,other
21057,21055,fix_CI_8,other,,False,other
22002,22000,Change according to comments,other,,False,other
22399,22397,update comments,other,,False,other
22548,22546,Merge branch 'finco' into yx/add_conf_ds,other,,False,other
22642,22640,Merge branch 'finco' into optimize_sumarize_task_prompt_and_others,other,,False,other
23117,23115,transpose dimension 1 and 2 to match nn.Conv1d input,other,,False,other
23248,23246,Add files via upload,other,,False,other
23360,23358,Update pytorch_sandwich.py,other,,False,other
24048,24046,remove blank,other,,False,other
24361,24359,add qlib root path to $PYTHONPATH,other,,False,other
24386,24384,modify pytest root;,other,,False,other
24470,24468,fix_ci,other,,False,other
25109,25107,locate import numpy error,other,,False,other
25141,25139,locate import numpy error,other,,False,other
25221,25219,locate import numpy error,other,,False,other
25674,25672,Backtest test passed,other,,False,other
25682,25680,Why training stuck?,other,,False,other
25722,25720,CI,other,,False,other
25844,25842,"add: GCN, GAT_INDUS model",other,,False,other
25987,25985,workflow/task/utils.py,other,,False,other
26951,26949,Fix Provider Logger Info Args,other,,False,other
27327,27325,update nbqa .ipynb format CI,other,,False,other
27370,27368,add nbconvert check to CI,other,,False,other
27936,27934,"Bump torch from 1.7.0 to 1.13.1 in /examples/benchmarks/TabNet

Bumps [torch](https://github.com/pytorch/pytorch) from 1.7.0 to 1.13.1.
- [Release notes](https://github.com/pytorch/pytorch/releases)
- [Changelog](https://github.com/pytorch/pytorch/blob/master/RELEASE.md)
- [Commits](https://github.com/pytorch/pytorch/compare/v1.7.0...v1.13.1)

---
updated-dependencies:
- dependency-name: torch
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
28241,28239,TWAP training,other,,False,other
28503,28501,CI issues,other,,False,other
28511,28509,Fix test issue,other,,False,other
29291,29289,config.py: fix typo; static method,other,,False,other
29299,29297,fix typo in qlib/utils/paral,other,,False,other
29498,29496,add_test_processor,other,,False,other
29550,29548,optimize_code,other,,False,other
29733,29731,Update requirements.txt,other,,False,other
30022,30020,force_label,other,,False,other
30164,30162,force_label,other,,False,other
30236,30234,force_label,other,,False,other
30490,30488,better axis formatting,other,,False,other
30658,30656,Merge branch 'main' into qy_docstring,other,,False,other
30758,30756,optimize_yahoo_collector,other,,False,other
31099,31097,Test CI,other,,False,other
31728,31726,Set _artifact_uri when mlflow_run is not None.,other,,False,other
32355,32353,The latest worked mlflow is 1.30.0.,other,,False,other
32578,32576,add explanation comments,other,,False,other
33043,33041,Fix ERROR: Unexpected indentation in qlib/workflow/online/manager.py,other,,False,other
33293,33291,Fix docs/component/report.rst,other,,False,other
33921,33919,fix some typos in doc strings,other,,False,other
33929,33927,reformat base on code style standard,other,,False,other
33969,33967,Update examples/run_all_model.py,other,,False,other
34388,34386,Mypy issue,other,,False,other
34523,34521,add params to base models,other,,False,other
34723,34721,Update docs for qlib.rl,other,,False,other
34781,34779,Update catelog,other,,False,other
34821,34819,Update setup.py,other,,False,other
34893,34891,Update docs for qlibrl.,other,,False,other
34925,34923,Update docs for qlibrl.,other,,False,other
35029,35027,Update docs for qlib.rl,other,,False,other
35070,35068,Update docs for qlib.rl,other,,False,other
35078,35076,Update docs for qlib.rl.,other,,False,other
36079,36077,style: :lipstick: remove duplicated function,style,,False,tech_debt
36206,36204,Fix missing data processing,other,,False,other
36759,36757,Update features_sample.py,other,,False,other
37089,37087,refactor:invalid code,refactor,,False,tech_debt
37855,37853,Refine SAOE adapter logic,other,,False,other
38119,38117,Add support for category data type,other,,False,other
38263,38261,solve conflict in ops.py,other,,False,other
38271,38269,update expm.py,other,,False,other
38759,38757,Rename from_neutrader to integration,other,,False,other
38848,38846,Pass all CI,other,,False,other
38923,38921,Resolve PR comments,other,,False,other
38939,38937,Rename ONE_SEC to EPS_T; complete backtest loop,other,,False,other
39457,39455,"bug fix: 1) 100 should be used to scale down percentileofscore return to 0-1, not length of array; 2) for (linear) weighted MA(n), weight should be n, n-1, ..., 1 instead of n-1, ..., 0",other,,False,other
39638,39636,Merge branch 'microsoft:main' into main,other,,False,other
40105,40103,Merge branch 'u/tsz/add_stacking_method' of https://github.com/tanshaozong/qlib into u/tsz/add_stacking_method,other,,False,other
40899,40897,Merge branch 'main' into lcr/fix_torch_install_error_tranf_alstm,other,,False,other
41418,41416,Update workflow_by_code.ipynb,other,,False,other
41908,41906,"Update __init__.py

chore: bugfix, darwin also contains a ""win"" :), so ...",other,,False,other
42235,42233,Use | instead of Union,other,,False,other
42285,42283,Migrate to SAOEState & new qlib interpreter,other,,False,other
42361,42359,".

.

.",other,,False,other
42509,42507,mypy issue,other,,False,other
42517,42515,mypy issue,other,,False,other
43322,43320,"Bump numpy from 1.21.0 to 1.22.0 in /examples/benchmarks/ADARNN

Bumps [numpy](https://github.com/numpy/numpy) from 1.21.0 to 1.22.0.
- [Release notes](https://github.com/numpy/numpy/releases)
- [Changelog](https://github.com/numpy/numpy/blob/main/doc/HOWTO_RELEASE.rst)
- [Commits](https://github.com/numpy/numpy/compare/v1.21.0...v1.22.0)

---
updated-dependencies:
- dependency-name: numpy
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
44890,44888,Fix CI errors,other,,False,other
44940,44938,Update __init__.py,other,,False,other
45216,45214,cleanup,other,,False,other
45796,45794,opt local trainer (better mem releasing),other,,False,other
46757,46755,Merge branch 'main' into fix_updator,other,,False,other
46800,46798,feat: added brazilian market variables,feat,,False,feature_work
46824,46822,fix: removed print,fix,,False,bug_fixes
46848,46846,fix: black formatter,fix,,False,bug_fixes
46988,46986,fix_issue_1060,other,,False,other
47623,47621,rl init,other,,False,other
47656,47654,simple,other,,False,other
47768,47766,checkpoint,other,,False,other
48144,48142,.,other,,False,other
49553,49551,Create test_yahoo.py,other,,False,other
49921,49919,Update test_macos.yml,other,,False,other
50455,50453,Merge https://github.com/Wentao-Xu/qlib,other,,False,other
51191,51189,causal example based on dowhy,other,,False,other
51788,51786,"update cli.py

update cli.py so that one can specify exp_manager uri in ""qlib_init"" and ""experiment_name"" in *.yaml file.",other,,False,other
52070,52068,Merge remote-tracking branch 'origin/main' into HEAD,other,,False,other
52951,52949,docs: added BeautifulSoup requirements,docs,,False,docs
53035,53033,"refactor: make retry attribute part of the interface

This way we don't have to use hasattr to access the retry attribute as previously done",refactor,,False,tech_debt
53187,53185,Fix comment typo,other,,False,other
53908,53906,Use early stop callback to fix the warning.,other,,False,other
54336,54334,Update collector.py,other,,False,other
54569,54567,Update collector.py,other,,False,other
54633,54631,Update collector.py,other,,False,other
55378,55376,Update initialization.rst,other,,False,other
55675,55673,add CSI500 data collector,other,,False,other
57122,57120,Update README.md,other,,False,other
57331,57329,Update README.md,other,,False,other
57986,57984,Update handler.py,other,,False,other
58029,58027,Update data.rst,other,,False,other
58670,58668,Remove arctic from Qlib core to Contrib,other,,False,other
59416,59414,fix argument error,other,,False,other
61543,61541,"Fix BaseStrategy path.

qlib.strategy.base.BaseStrategy is the current path.",other,,False,other
61958,61956,"fix_typo

Signed-off-by: unknown <lv.linlang@qq.com>",other,,False,other
63112,63110,Add Cache to avoid frequently loading calendar,other,,False,other
63661,63659,"fix typo

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
63689,63687,"fix riskmodel doc

Co-authored-by: you-n-g <you-n-g@users.noreply.github.com>",other,,False,other
63793,63791,Update test.yml,other,,False,other
63899,63897,Update test.yml,other,,False,other
64683,64681,add topswrappers,other,,False,other
64899,64897,data selection share handler &  trainer,other,,False,other
64995,64993,add reweighting result,other,,False,other
65035,65033,Merge remote-tracking branch 'origin/main' into ds,other,,False,other
65200,65198,Add README.md to the rolling_benchmark baseline.,other,,False,other
65360,65358,remove unneeded code from workflow_by_code.ipynb && fix analysis_model_performance,other,,False,other
65928,65926,solve VERSION.txt bug,other,,False,other
65976,65974,Merge branch 'main' of https://github.com/microsoft/qlib into txt_bug,other,,False,other
67226,67224,Merge branch 'microsoft:main' into main,other,,False,other
67330,67328,Create README.md,other,,False,other
67465,67463,bug fix,other,,False,other
67509,67507,update performance,other,,False,other
67905,67903,Update manage.py,other,,False,other
68480,68478,Update README.md,other,,False,other
68568,68566,Add files via upload,other,,False,other
68648,68646,Delete Task-Gen-Recorder-CollectorV3.drawio (1).drawio (1).svg,other,,False,other
69639,69637,Create README.md,other,,False,other
70195,70193,add logs in case of ops.py errors,other,,False,other
70471,70469,Update task_management.rst,other,,False,other
70523,70521,Update task_management.rst,other,,False,other
75303,75301,update README,other,,False,other
75456,75454,Update code_standard.rst,other,,False,other
75563,75561,Update manage.py,other,,False,other
75712,75710,update freq,other,,False,other
75776,75774,add lru,other,,False,other
75832,75830,"Merge pull request #5 from you-n-g/yx_help_hf_exe

fix metric calculation error",other,,False,other
75923,75921,get_cls_kwargs renamed get_callable_kwargs,other,,False,other
76055,76053,fix exchange bug,other,,False,other
76197,76195,Pass basic tests,other,,False,other
76383,76381,python version,other,,False,other
76671,76669,python version,other,,False,other
77426,77424,python version,other,,False,other
77442,77440,python version,other,,False,other
77578,77576,python version,other,,False,other
78024,78022,python version,other,,False,other
78072,78070,python version,other,,False,other
78549,78547,new high freq struc,other,,False,other
78721,78719,Update ensemble.py,other,,False,other
78782,78780,Update ensemble.py,other,,False,other
78819,78817,Update test.yml,other,,False,other
78859,78857,Update test.yml,other,,False,other
79533,79531,Update setup.py,other,,False,other
79979,79977,solve conflict,other,,False,other
80237,80235,fix macos-test-ci,other,,False,other
80294,80292,fix df_features.index conține np.nan,other,,False,other
81234,81232,apply filter string to recorder collector,other,,False,other
81591,81589,Add files via upload,other,,False,other
81599,81597,Add files via upload,other,,False,other
81950,81948,updated readme of yahoo collector where region parameter was incorrect,other,,False,other
82312,82310,Update TCTS README.,other,,False,other
82464,82462,Update TCTS result.,other,,False,other
82551,82549,fix comments & update resam ts_last method,other,,False,other
83135,83133,Update TCTS settings.,other,,False,other
83427,83425,Update TCTS README.,other,,False,other
83591,83589,performance optimization for cal_sam_minute,other,,False,other
83810,83808,update class Parallel and data.py,other,,False,other
83830,83828,update class Parallel and data.py,other,,False,other
83979,83977,more general exception,other,,False,other
84088,84086,Merge branch 'nested_decision_exe' of https://github.com/wangwenxi-handsome/qlib into nested_decision_exe,other,,False,other
84164,84162,use init_instance_by_config,other,,False,other
84384,84382,show return and risk,other,,False,other
84671,84669,fix YahooCollector getting 1min data occasionally missing,other,,False,other
85113,85111,Update an initial version of RL,other,,False,other
85423,85421,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
85477,85475,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
86287,86285,Fix YahooCollector can't download 1min data,other,,False,other
86573,86571,optimize rule_strategy performance,other,,False,other
86605,86603,Merge branch 'qlib_highfreq_backtest' of github.com:bxdd/qlib into bxdd-qlib_highfreq_backtest,other,,False,other
86793,86791,Update an initial version of RL,other,,False,other
87508,87506,move the pa sign from last step to first,other,,False,other
87674,87672,black and doc,other,,False,other
87804,87802,Merge branch 'nested_decision_exe' into nested_decision_exe,other,,False,other
88200,88198,fix nanmean,other,,False,other
88224,88222,update freq,other,,False,other
88320,88318,redundant references,other,,False,other
88408,88406,fix backtest yaml,other,,False,other
88550,88548,multiprocessing support,other,,False,other
88626,88624,Merge remote-tracking branch 'microsoft/main' into online_srv,other,,False,other
88826,88824,fix picker error on importlib loaded module,other,,False,other
89180,89178,Fix CI lint with black,other,,False,other
89573,89571,Update stale bot,other,,False,other
89884,89882,update strategy,other,,False,other
90291,90289,init version of online serving and rolling,other,,False,other
90315,90313,"Consider more situations about task_config.
Save the ""param"" file which is collect.py need.",other,,False,other
90483,90481,format example,other,,False,other
92277,92275,update comments,other,,False,other
92348,92346,Add FileStorage,other,,False,other
93002,93000,update format,other,,False,other
93722,93720,optimize the PIT Algorithm,other,,False,other
94559,94557,Fix many bugs in TabNet and use_gpu,other,,False,other
94591,94589,Add return for use_gpu..,other,,False,other
95272,95270,Show model size for pytorch models,other,,False,other
95330,95328,Simplify count_parameters,other,,False,other
95516,95514,"Remove length check in favour of truthiness of the object

Signed-off-by: shubhendra <withshubh@gmail.com>",other,,False,other
95730,95728,360 example,other,,False,other
96242,96240,Make mlflow client consistant with uri,other,,False,other
96393,96391,Fix pylint by black -l 120,other,,False,other
96930,96928,modified format and added TaskCollector,other,,False,other
97703,97701,Add A New Baseline: DoubleEnsemble,other,,False,other
97792,97790,Merge branch 'main' of https://github.com/meng-ustc/qlib,other,,False,other
97800,97798,Update parameter names: 'k' and 'base',other,,False,other
97875,97873,update Dependencies,other,,False,other
98185,98183,Update __init__.py.,other,,False,other
98261,98259,Resolve https://github.com/microsoft/qlib/pull/280\#discussion_r589165409,other,,False,other
98652,98650,Modify run_all_model.py,other,,False,other
98759,98757,safe yaml loader,other,,False,other
99409,99407,"Update workflow_by_code.py

Fix typo in workflow_by_code.py",other,,False,other
99421,99419,Update workflow_by_code.py,other,,False,other
100614,100612,simpson  vwap,other,,False,other
100638,100636,update dataset test,other,,False,other
100670,100668,add get_data in highfreq,other,,False,other
100797,100795,README,other,,False,other
101042,101040,fix bug,other,,False,other
101090,101088,Merge github.com:microsoft/qlib into qlib_register_ops,other,,False,other
101163,101161,update,other,,False,other
101236,101234,Fix the number of minutes on the first and last trading day of high frequency,other,,False,other
102008,102006,update backtest,other,,False,other
102299,102297,"Merge pull request #1 from Anon-Artist/RCE-fix

RCE-fixed",other,,False,other
103477,103475,Fix doc bugs,other,,False,other
106350,106348,Update benchmark performance,other,,False,other
106771,106769,Update readme,other,,False,other
106993,106991,add register ops config,other,,False,other
107639,107637,Fix code.,other,,False,other
108156,108154,Fix bugs of model.,other,,False,other
108276,108274,black format,other,,False,other
108808,108806,fix exit not found in ipython & fix re about provider_uri,other,,False,other
109036,109034,add portfolio module,other,,False,other
109233,109231,Add black formatter output,other,,False,other
109445,109443,fix mlflow uri,other,,False,other
109573,109571,Add workflow example.,other,,False,other
109621,109619,black format,other,,False,other
109709,109707,Merge branch 'main' of https://github.com/you-n-g/qlib into main,other,,False,other
109749,109747,support long-short analysis,other,,False,other
109837,109835,fix model when using single feature,other,,False,other
110142,110140,Add files via upload,other,,False,other
110318,110316,hats5,other,,False,other
110478,110476,gat2,other,,False,other
110534,110532,Update workflow_by_code_sfm.py,other,,False,other
110726,110724,update config,other,,False,other
111158,111156,Merge branch 'main' of github.com:you-n-g/qlib into main,other,,False,other
111206,111204,Update TFT,other,,False,other
111254,111252,Merge branch 'main' of github.com:you-n-g/qlib into main,other,,False,other
111828,111826,Update collector.py,other,,False,other
112325,112323,Add PEP8 style check and add bug report issue template,other,,False,other
112413,112411,add long_description,other,,False,other
112523,112521,fix bug of region,other,,False,other
112563,112561,Fix test_get_data && test_dump_data,other,,False,other
112600,112598,add long_description,other,,False,other
112608,112606,change the setup version,other,,False,other
112650,112648,update README.md,other,,False,other
113024,113022,Update issue template,other,,False,other
113770,113768,Update getdata.rst,other,,False,other
113794,113792,Update getdata.rst,other,,False,other
113978,113976,Update README.md,other,,False,other
114334,114332,update index readme,other,,False,other
114350,114348,Modify cache class name,other,,False,other
114374,114372,merge origin,other,,False,other
114382,114380,add the description of graphical results & fix the backtest docs,other,,False,other
114686,114684,Update integration.rst,other,,False,other
114742,114740,Update report.rst,other,,False,other
115102,115100,Merge branch 'release-0.5.0' of github.com:microsoft/qlib into release-0.5.0,other,,False,other
115126,115124,Merge branch 'release-0.5.0' of github.com:microsoft/qlib into release-0.5.0,other,,False,other
70752,70750,Update order_generator.py,other,,False,other
70776,70774,support empty order,other,,False,other
70817,70815,Being compatible with previous Qlib version,other,,False,other
70847,70845,make handler seperable,other,,False,other
71096,71094,Checking dataset empty,other,,False,other
71334,71332,Update TCTS.,other,,False,other
71342,71340,Update TCTS README.,other,,False,other
71776,71774,more robust for parameters,other,,False,other
71948,71946,fix CI,other,,False,other
72798,72796,Update TCTS README.,other,,False,other
72814,72812,Update TCTS README.,other,,False,other
72839,72837,Update matplotlib version.,other,,False,other
72903,72901,Update TCTS.,other,,False,other
72927,72925,Update TCTS.,other,,False,other
73249,73247,LabelUpdater,other,,False,other
73285,73283,Update test_storage.py,other,,False,other
73429,73427,Update api.rst,other,,False,other
73584,73582,Merge branch 'main' into handler_cache_demo,other,,False,other
73938,73936,from qlib.model.trainer import task_train,other,,False,other
74313,74311,Update README.md,other,,False,other
74361,74359,add multi-freq example,other,,False,other
74489,74487,update yaml,other,,False,other
74609,74607,"Supporting shared processor (#596)

* Supporting shared processor

* fix readonly reverse bug

* remove pytests dependency

* with fit bug

* fix parameter error",other,,False,other
74693,74691,updategrade version number,other,,False,other
74805,74803,Merge branch 'merge_nested_main' of https://github.com/microsoft/qlib into merge_nested_main,other,,False,other
74936,74934,fix wrong generate parameter,other,,False,other
74944,74942,"Modify multi-freq example (#626)

* modify the example of multi-freq

* add Copyright

* add a comment to average_ops.py

* modify the example of multi-freq

* add comment to multi_freq_handler.py

* add the Ref expression description to multi_freq_handler.py

* add expression description to multi_freq_handler.py",other,,False,other
75000,74998,Supporting shared processor,other,,False,other
75527,75525,Update manage.py,other,,False,other
75696,75694,get_base_info,other,,False,other
75792,75790,draft design,other,,False,other
75963,75961,Merge branch 'main' of github.com:microsoft/qlib,other,,False,other
76159,76157,add lru,other,,False,other
76559,76557,python version,other,,False,other
76655,76653,python version,other,,False,other
76687,76685,python version,other,,False,other
77378,77376,python version,other,,False,other
77514,77512,python version,other,,False,other
77570,77568,python version,other,,False,other
77852,77850,lexsort comment,other,,False,other
77912,77910,Update test.yml,other,,False,other
77968,77966,python version,other,,False,other
78032,78030,python version,other,,False,other
78136,78134,python version,other,,False,other
78168,78166,python version,other,,False,other
78686,78684,Update ensemble.py,other,,False,other
78926,78924,Update test.yml,other,,False,other
78950,78948,Update test.yml,other,,False,other
78993,78991,Update test.yml,other,,False,other
79327,79325,Update strategy.py,other,,False,other
80136,80134,update README,other,,False,other
81521,81519,"Update pytorch_transformer.py

Have passed black",other,,False,other
81633,81631,update `run_all_model` and black format,other,,False,other
82653,82651,Update TCTS README.,other,,False,other
82820,82818,Update TCTS settings.,other,,False,other
82900,82898,Update TCTS.,other,,False,other
82908,82906,Update TCTS.,other,,False,other
83292,83290,Update initialization.rst,other,,False,other
83376,83374,Fix tft.py,other,,False,other
83728,83726,replace multi processing with joblib,other,,False,other
83798,83796,update class Parallel and data.py,other,,False,other
84014,84012,fill_placehorder,other,,False,other
84080,84078,code optimization,other,,False,other
84466,84464,add warning and *,other,,False,other
84588,84586,asdf,other,,False,other
84687,84685,fix YahooNormalizeCN1minOffline bugs,other,,False,other
84711,84709,modify dump_update starts with the last end date of each symbol,other,,False,other
85404,85402,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
85869,85867,Remove repeated package from requirements,other,,False,other
86151,86149,modify the default value of exists_skip in the GetData.qlib_data parameter to False,other,,False,other
86223,86221,Update 1min demo data in CSV format,other,,False,other
86453,86451,trade_account support multi bar report,other,,False,other
86597,86595,fix comments,other,,False,other
86624,86622,rename var in backtest,other,,False,other
86888,86886,Refine example,other,,False,other
87016,87014,successful run random order gen in day script,other,,False,other
87056,87054,black format & add comments & add randStrategy direction,other,,False,other
87088,87086,Fix account update bar_count bug,other,,False,other
87100,87098,update HashingStockStorage,other,,False,other
87108,87106,update handler_storage test,other,,False,other
87136,87134,add file order strategy,other,,False,other
87206,87204,fix comments,other,,False,other
87628,87626,add data calendar API and refine order cal api,other,,False,other
87682,87680,callable,other,,False,other
87698,87696,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into rl-dummy,other,,False,other
87760,87758,add print cash in verbose mode and code format,other,,False,other
87875,87873,Update Action,other,,False,other
87886,87884,Merge branch 'nested_decision_exe' of https://github.com/microsoft/qlib into nested_decision_exe,other,,False,other
88135,88133,Add a example to collecting all the decisions,other,,False,other
88192,88190,numpy_order_indicator,other,,False,other
88373,88371,Update the docs of Report,other,,False,other
88400,88398,Merge remote-tracking branch 'origin/main' into nested_decision_exe,other,,False,other
90299,90297,qlib auto init basedon project & black format,other,,False,other
90467,90465,more clearly structure,other,,False,other
90491,90489,online_serving V3,other,,False,other
90507,90505,Merge branch 'main' into online_srv,other,,False,other
90571,90569,bug fixed & code format,other,,False,other
91274,91272,Simplify meta class,other,,False,other
